                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.99669,                 1.7175,                 2.1373,                 1.4244,                0.13498,                0.36779,                0.19877,                0.13315,                0.16086,                0.32199,                0.24079,                0.12157,                 1.2556,                 2.7564,                 4.4381,                  1.483,              0.0010175,              0.0010175,              0.0010175
                     19,                  1.046,                 1.8811,                 2.0595,                 1.4003,                0.13498,                0.36779,                0.19877,                0.13315,                0.16086,                0.32199,                0.24079,                0.12157,                 1.2556,                 2.7564,                 4.4381,                  1.483,               0.001012,               0.001012,               0.001012
                     20,                0.99158,                 1.6856,                 1.9971,                 1.3809,                0.14929,                0.21765,                0.20401,                0.11125,                0.15796,                0.77022,                0.23347,                 0.1209,                 1.3234,                 2.5671,                 4.7701,                 1.6418,              0.0010065,              0.0010065,              0.0010065
                     21,                 1.0836,                 1.8665,                 2.0008,                 1.4409,                0.14929,                0.21765,                0.20401,                0.11125,                0.15796,                0.77022,                0.23347,                 0.1209,                 1.3234,                 2.5671,                 4.7701,                 1.6418,               0.001001,               0.001001,               0.001001
                     22,                  1.054,                 2.0602,                 2.0929,                 1.4473,                0.29619,                 0.4868,                0.30183,                0.17099,                0.28574,                0.43638,                 0.2966,                0.19961,                  1.286,                 2.6391,                 4.0659,                  1.719,             0.00099551,             0.00099551,             0.00099551
                     23,                 1.1367,                 2.1488,                  2.109,                 1.4703,                0.29619,                 0.4868,                0.30183,                0.17099,                0.28574,                0.43638,                 0.2966,                0.19961,                  1.286,                 2.6391,                 4.0659,                  1.719,             0.00099001,             0.00099001,             0.00099001
                     24,                 1.0433,                 1.8598,                 1.9999,                 1.4187,                0.30747,                  0.531,                0.34406,                0.19752,                0.29048,                 0.4874,                0.32764,                0.22465,                 1.3289,                 3.1124,                 3.6374,                 1.7005,             0.00098451,             0.00098451,             0.00098451
                     25,                 1.0972,                 2.1698,                 2.0683,                 1.4574,                0.30747,                  0.531,                0.34406,                0.19752,                0.29048,                 0.4874,                0.32764,                0.22465,                 1.3289,                 3.1124,                 3.6374,                 1.7005,             0.00097901,             0.00097901,             0.00097901
                     26,                 1.0314,                 1.8069,                 1.9866,                 1.4093,                0.35096,                0.46003,                0.40094,                0.21762,                0.28282,                0.51801,                0.35869,                0.24154,                 1.2072,                 3.3334,                 4.2055,                 1.5683,             0.00097351,             0.00097351,             0.00097351
                     27,                 1.0166,                 1.7191,                 1.8924,                 1.4022,                0.35096,                0.46003,                0.40094,                0.21762,                0.28282,                0.51801,                0.35869,                0.24154,                 1.2072,                 3.3334,                 4.2055,                 1.5683,             0.00096801,             0.00096801,             0.00096801
                     28,                 0.9258,                 1.6596,                 1.7943,                 1.3615,                0.35096,                0.46003,                0.40094,                0.21762,                0.28282,                0.51801,                0.35869,                0.24154,                 1.2072,                 3.3334,                 4.2055,                 1.5683,             0.00096251,             0.00096251,             0.00096251
                     29,                 1.0022,                 1.7769,                 1.8941,                 1.4119,                0.36468,                0.36834,                0.33654,                0.18148,                0.28456,                0.50331,                0.32646,                0.19353,                 1.4326,                 2.8166,                 4.2596,                  1.835,             0.00095702,             0.00095702,             0.00095702
                     30,                 1.0216,                 1.5711,                 1.8205,                 1.3896,                0.36468,                0.36834,                0.33654,                0.18148,                0.28456,                0.50331,                0.32646,                0.19353,                 1.4326,                 2.8166,                 4.2596,                  1.835,             0.00095152,             0.00095152,             0.00095152
                     31,                0.99834,                 1.5354,                 1.8884,                  1.426,                0.49565,                0.37967,                 0.3881,                0.23765,                0.43176,                0.34541,                 0.3468,                0.23298,                 1.2649,                 2.7877,                 3.5221,                  1.717,             0.00094602,             0.00094602,             0.00094602
                     32,                 1.0751,                 1.9025,                 1.9229,                 1.4593,                0.49565,                0.37967,                 0.3881,                0.23765,                0.43176,                0.34541,                 0.3468,                0.23298,                 1.2649,                 2.7877,                 3.5221,                  1.717,             0.00094052,             0.00094052,             0.00094052
                     33,                0.97349,                 1.6735,                 1.8398,                 1.3992,                0.43279,                0.45331,                0.39745,                0.25656,                0.40181,                0.40331,                0.38974,                0.27243,                 1.2468,                 2.4296,                 2.4839,                 1.6793,             0.00093502,             0.00093502,             0.00093502
                     34,                0.96252,                 1.6069,                  1.781,                  1.346,                0.43279,                0.45331,                0.39745,                0.25656,                0.40181,                0.40331,                0.38974,                0.27243,                 1.2468,                 2.4296,                 2.4839,                 1.6793,             0.00092952,             0.00092952,             0.00092952
                     35,                0.94597,                 1.8551,                 1.7539,                 1.3425,                0.43279,                0.45331,                0.39745,                0.25656,                0.40181,                0.40331,                0.38974,                0.27243,                 1.2468,                 2.4296,                 2.4839,                 1.6793,             0.00092402,             0.00092402,             0.00092402
                     36,                  1.016,                 1.7714,                 1.8542,                 1.4178,                 0.6991,                0.40039,                0.38486,                0.23201,                 0.6039,                0.35464,                 0.3458,                0.23292,                  1.376,                 2.7539,                 2.5351,                  1.838,             0.00091852,             0.00091852,             0.00091852
                     37,                0.99978,                 2.0475,                 1.9191,                 1.3965,                 0.6991,                0.40039,                0.38486,                0.23201,                 0.6039,                0.35464,                 0.3458,                0.23292,                  1.376,                 2.7539,                 2.5351,                  1.838,             0.00091302,             0.00091302,             0.00091302
                     38,                 1.0221,                 1.7722,                 1.7646,                 1.4183,                0.82731,                 0.3886,                0.41891,                0.23286,                0.61168,                 0.4399,                 0.3554,                0.22946,                  1.398,                 3.0953,                 2.4466,                 1.7501,             0.00090752,             0.00090752,             0.00090752
                     39,                 1.0591,                 1.8353,                 1.7746,                 1.4622,                0.82731,                 0.3886,                0.41891,                0.23286,                0.61168,                 0.4399,                 0.3554,                0.22946,                  1.398,                 3.0953,                 2.4466,                 1.7501,             0.00090202,             0.00090202,             0.00090202
                     40,                 1.1158,                 1.8901,                 1.8276,                 1.4966,                0.69651,                0.43456,                0.44693,                0.24088,                0.37996,                0.45376,                 0.4097,                0.25379,                 1.2939,                 2.9384,                 2.4105,                  1.642,             0.00089652,             0.00089652,             0.00089652
                     41,                  1.011,                 1.7613,                 1.7169,                 1.3786,                0.69651,                0.43456,                0.44693,                0.24088,                0.37996,                0.45376,                 0.4097,                0.25379,                 1.2939,                 2.9384,                 2.4105,                  1.642,             0.00089102,             0.00089102,             0.00089102
                     42,                 1.0828,                 1.7369,                 1.8461,                 1.4995,                0.35986,                0.48781,                0.41905,                0.27781,                0.76086,                0.35331,                0.45927,                0.26166,                  1.261,                 2.5749,                 2.2432,                 1.5986,             0.00088552,             0.00088552,             0.00088552
                     43,                 1.0465,                 1.7782,                 1.6533,                 1.4139,                0.35986,                0.48781,                0.41905,                0.27781,                0.76086,                0.35331,                0.45927,                0.26166,                  1.261,                 2.5749,                 2.2432,                 1.5986,             0.00088002,             0.00088002,             0.00088002
                     44,                  1.041,                 1.7109,                 1.6992,                 1.4032,                0.35986,                0.48781,                0.41905,                0.27781,                0.76086,                0.35331,                0.45927,                0.26166,                  1.261,                 2.5749,                 2.2432,                 1.5986,             0.00087452,             0.00087452,             0.00087452
                     45,                 1.0042,                 1.8171,                 1.7321,                 1.3736,                0.35441,                0.46801,                0.46594,                0.26776,                0.31823,                0.41801,                0.42553,                0.23144,                 1.2137,                 2.2107,                  2.217,                 1.5145,             0.00086902,             0.00086902,             0.00086902
                     46,                  1.013,                 1.7535,                 1.7248,                 1.4031,                0.35441,                0.46801,                0.46594,                0.26776,                0.31823,                0.41801,                0.42553,                0.23144,                 1.2137,                 2.2107,                  2.217,                 1.5145,             0.00086352,             0.00086352,             0.00086352
                     47,                 1.0766,                 1.6236,                    1.7,                 1.4509,                0.41883,                0.43158,                 0.4379,                0.26409,                0.27228,                0.51213,                0.40703,                 0.2418,                 1.2822,                 1.8465,                 2.1749,                 1.6289,             0.00085803,             0.00085803,             0.00085803
                     48,                 1.0385,                 1.5219,                 1.7501,                 1.3952,                0.41883,                0.43158,                 0.4379,                0.26409,                0.27228,                0.51213,                0.40703,                 0.2418,                 1.2822,                 1.8465,                 2.1749,                 1.6289,             0.00085253,             0.00085253,             0.00085253
                     49,                 1.0018,                 1.4745,                 1.7246,                 1.3601,                0.39292,                0.48272,                0.43942,                 0.2762,                0.33438,                0.48272,                0.40932,                0.26064,                  1.317,                 1.5296,                 2.1587,                 1.6105,             0.00084703,             0.00084703,             0.00084703
                     50,                 1.0361,                 1.6011,                 1.6458,                 1.3904,                0.39292,                0.48272,                0.43942,                 0.2762,                0.33438,                0.48272,                0.40932,                0.26064,                  1.317,                 1.5296,                 2.1587,                 1.6105,             0.00084153,             0.00084153,             0.00084153
                     51,                0.94611,                 1.5508,                 1.6097,                 1.3334,                0.39292,                0.48272,                0.43942,                 0.2762,                0.33438,                0.48272,                0.40932,                0.26064,                  1.317,                 1.5296,                 2.1587,                 1.6105,             0.00083603,             0.00083603,             0.00083603
                     52,                0.98972,                 1.8445,                 1.7834,                 1.3898,                0.68085,                0.44655,                0.45457,                0.25744,                 0.6428,                0.45551,                0.43196,                0.25011,                 1.3667,                 1.6415,                 2.2519,                 1.6226,             0.00083053,             0.00083053,             0.00083053
                     53,                0.98342,                 1.5265,                 1.6467,                 1.3472,                0.68085,                0.44655,                0.45457,                0.25744,                 0.6428,                0.45551,                0.43196,                0.25011,                 1.3667,                 1.6415,                 2.2519,                 1.6226,             0.00082503,             0.00082503,             0.00082503
                     54,                 1.0421,                 1.7456,                 1.6728,                 1.4146,                0.60713,                0.39485,                0.37477,                0.20086,                0.68672,                0.34485,                0.39447,                0.21114,                 1.4338,                 1.6145,                 2.4044,                 1.6324,             0.00081953,             0.00081953,             0.00081953
                     55,                 1.0236,                  1.685,                 1.7359,                 1.4083,                0.60713,                0.39485,                0.37477,                0.20086,                0.68672,                0.34485,                0.39447,                0.21114,                 1.4338,                 1.6145,                 2.4044,                 1.6324,             0.00081403,             0.00081403,             0.00081403
                     56,                  1.019,                 1.5077,                 1.6845,                 1.3998,                0.31409,                0.42051,                0.38239,                0.20477,                0.63132,                 0.3261,                0.37731,                0.21609,                 1.2875,                 1.5666,                 2.3749,                 1.6093,             0.00080853,             0.00080853,             0.00080853
                     57,                0.95914,                 1.5334,                 1.6211,                  1.359,                0.31409,                0.42051,                0.38239,                0.20477,                0.63132,                 0.3261,                0.37731,                0.21609,                 1.2875,                 1.5666,                 2.3749,                 1.6093,             0.00080303,             0.00080303,             0.00080303
                     58,                0.97301,                 1.6872,                 1.5669,                 1.3468,                0.64811,                0.31825,                0.37169,                0.23518,                 0.6291,                0.40735,                0.40042,                0.25903,                 1.3067,                 1.5825,                 2.2681,                 1.5962,             0.00079753,             0.00079753,             0.00079753
                     59,                 1.0397,                 1.6018,                 1.6103,                 1.4126,                0.64811,                0.31825,                0.37169,                0.23518,                 0.6291,                0.40735,                0.40042,                0.25903,                 1.3067,                 1.5825,                 2.2681,                 1.5962,             0.00079203,             0.00079203,             0.00079203
                     60,                0.96787,                 1.7236,                 1.5883,                 1.3477,                0.64811,                0.31825,                0.37169,                0.23518,                 0.6291,                0.40735,                0.40042,                0.25903,                 1.3067,                 1.5825,                 2.2681,                 1.5962,             0.00078653,             0.00078653,             0.00078653
                     61,                0.94526,                 1.4627,                 1.6131,                 1.3489,                0.62978,                0.42206,                0.46672,                0.28965,                0.62978,                0.42206,                0.47348,                0.33561,                 1.2262,                 1.6608,                 2.2607,                  1.525,             0.00078103,             0.00078103,             0.00078103
                     62,                0.98095,                  1.512,                 1.5526,                 1.4158,                0.62978,                0.42206,                0.46672,                0.28965,                0.62978,                0.42206,                0.47348,                0.33561,                 1.2262,                 1.6608,                 2.2607,                  1.525,             0.00077553,             0.00077553,             0.00077553
                     63,                0.98279,                 1.4893,                 1.6092,                 1.4048,                0.37793,                0.43272,                0.47418,                0.30666,                0.35624,                0.40147,                0.45868,                0.31442,                 1.2217,                 1.8303,                 2.2956,                  1.525,             0.00077003,             0.00077003,             0.00077003
                     64,                0.95491,                 1.3513,                 1.5907,                 1.3328,                0.37793,                0.43272,                0.47418,                0.30666,                0.35624,                0.40147,                0.45868,                0.31442,                 1.2217,                 1.8303,                 2.2956,                  1.525,             0.00076453,             0.00076453,             0.00076453
                     65,                 0.9219,                 1.4043,                 1.5554,                 1.3083,                0.80423,                0.38686,                0.50283,                0.29674,                0.80423,                0.38686,                0.48949,                0.29786,                 1.2427,                 1.8378,                 2.0726,                 1.5406,             0.00075904,             0.00075904,             0.00075904
                     66,                0.91675,                 1.2018,                 1.4387,                 1.2622,                0.80423,                0.38686,                0.50283,                0.29674,                0.80423,                0.38686,                0.48949,                0.29786,                 1.2427,                 1.8378,                 2.0726,                 1.5406,             0.00075354,             0.00075354,             0.00075354
                     67,                0.87755,                 1.2736,                 1.4177,                 1.2687,                0.80423,                0.38686,                0.50283,                0.29674,                0.80423,                0.38686,                0.48949,                0.29786,                 1.2427,                 1.8378,                 2.0726,                 1.5406,             0.00074804,             0.00074804,             0.00074804
                     68,                0.98487,                 1.4756,                  1.554,                 1.3639,                0.76498,                0.43272,                0.53178,                 0.2704,                0.75721,                0.40097,                0.49772,                0.30589,                 1.2112,                  2.009,                 2.0671,                 1.5512,             0.00074254,             0.00074254,             0.00074254
                     69,                0.84879,                 1.3039,                 1.4365,                 1.2166,                0.76498,                0.43272,                0.53178,                 0.2704,                0.75721,                0.40097,                0.49772,                0.30589,                 1.2112,                  2.009,                 2.0671,                 1.5512,             0.00073704,             0.00073704,             0.00073704
                     70,                0.99411,                 1.6777,                 1.6084,                 1.3496,                0.68935,                0.38272,                0.53502,                 0.2912,                0.28794,                0.62099,                0.53924,                0.29485,                 1.1262,                 2.2825,                 2.0342,                 1.4626,             0.00073154,             0.00073154,             0.00073154
                     71,                0.88558,                  1.262,                 1.4928,                 1.2606,                0.68935,                0.38272,                0.53502,                 0.2912,                0.28794,                0.62099,                0.53924,                0.29485,                 1.1262,                 2.2825,                 2.0342,                 1.4626,             0.00072604,             0.00072604,             0.00072604
                     72,                0.86499,                 1.5787,                 1.4553,                 1.2664,                0.73668,                0.44471,                0.58507,                0.34148,                0.53335,                0.53088,                0.58951,                0.33235,                 1.0164,                  2.161,                 1.9294,                 1.4007,             0.00072054,             0.00072054,             0.00072054
                     73,                0.88393,                 1.1788,                 1.4081,                 1.2433,                0.73668,                0.44471,                0.58507,                0.34148,                0.53335,                0.53088,                0.58951,                0.33235,                 1.0164,                  2.161,                 1.9294,                 1.4007,             0.00071504,             0.00071504,             0.00071504
                     74,                 1.0372,                 1.5422,                 1.5937,                 1.3801,                 0.7778,                0.54743,                0.60295,                0.37446,                0.72728,                0.53088,                0.58796,                0.36613,                0.98566,                 1.9802,                   1.88,                 1.3999,             0.00070954,             0.00070954,             0.00070954
                     75,                0.87407,                 1.0059,                 1.4144,                 1.2958,                 0.7778,                0.54743,                0.60295,                0.37446,                0.72728,                0.53088,                0.58796,                0.36613,                0.98566,                 1.9802,                   1.88,                 1.3999,             0.00070404,             0.00070404,             0.00070404
                     76,                0.87988,                 1.2584,                 1.4781,                 1.2678,                 0.7778,                0.54743,                0.60295,                0.37446,                0.72728,                0.53088,                0.58796,                0.36613,                0.98566,                 1.9802,                   1.88,                 1.3999,             0.00069854,             0.00069854,             0.00069854
                     77,                0.87606,                 1.1542,                 1.4404,                 1.2864,                0.73254,                0.48644,                0.57525,                0.38341,                0.87932,                0.40946,                0.58101,                0.38039,                 1.0046,                   2.02,                 1.9197,                 1.4596,             0.00069304,             0.00069304,             0.00069304
                     78,                 0.9267,                 1.0603,                 1.4668,                  1.361,                0.73254,                0.48644,                0.57525,                0.38341,                0.87932,                0.40946,                0.58101,                0.38039,                 1.0046,                   2.02,                 1.9197,                 1.4596,             0.00068754,             0.00068754,             0.00068754
                     79,                0.97127,                 1.2482,                 1.4886,                 1.3157,                0.47194,                0.48111,                0.53796,                0.36673,                0.85083,                0.38959,                0.53121,                0.34852,                 1.1593,                 2.0513,                 1.9804,                 1.5738,             0.00068204,             0.00068204,             0.00068204
                     80,                0.91137,                 1.3009,                  1.389,                 1.3267,                0.47194,                0.48111,                0.53796,                0.36673,                0.85083,                0.38959,                0.53121,                0.34852,                 1.1593,                 2.0513,                 1.9804,                 1.5738,             0.00067654,             0.00067654,             0.00067654
                     81,                0.86928,                 1.2878,                 1.4632,                 1.2961,                0.55218,                0.42115,                0.52687,                0.29148,                0.59108,                 0.4628,                0.58011,                0.34221,                 1.2116,                 2.0096,                 2.1079,                 1.5924,             0.00067104,             0.00067104,             0.00067104
                     82,                0.88458,                 1.1443,                 1.4395,                 1.2988,                0.55218,                0.42115,                0.52687,                0.29148,                0.59108,                 0.4628,                0.58011,                0.34221,                 1.2116,                 2.0096,                 2.1079,                 1.5924,             0.00066554,             0.00066554,             0.00066554
                     83,                0.82081,                 1.2858,                  1.391,                 1.2322,                0.55218,                0.42115,                0.52687,                0.29148,                0.59108,                 0.4628,                0.58011,                0.34221,                 1.2116,                 2.0096,                 2.1079,                 1.5924,             0.00066005,             0.00066005,             0.00066005
                     84,                0.82427,                 1.1072,                 1.3663,                  1.228,                0.34909,                0.40331,                0.39597,                0.24816,                0.48003,                0.51213,                0.54999,                0.32974,                  1.269,                 2.3053,                 2.1737,                 1.6136,             0.00065455,             0.00065455,             0.00065455
                     85,                 0.8522,                 1.2053,                 1.3969,                 1.3039,                0.34909,                0.40331,                0.39597,                0.24816,                0.48003,                0.51213,                0.54999,                0.32974,                  1.269,                 2.3053,                 2.1737,                 1.6136,             0.00064905,             0.00064905,             0.00064905
                     86,                0.88043,                  1.263,                 1.3947,                 1.3077,                0.40284,                0.28849,                0.37738,                0.24292,                 0.5966,                0.39685,                0.52931,                0.32194,                 1.2787,                 2.7698,                 2.1897,                 1.5964,             0.00064355,             0.00064355,             0.00064355
                     87,                0.97227,                 1.1831,                 1.5976,                 1.3693,                0.40284,                0.28849,                0.37738,                0.24292,                 0.5966,                0.39685,                0.52931,                0.32194,                 1.2787,                 2.7698,                 2.1897,                 1.5964,             0.00063805,             0.00063805,             0.00063805
                     88,                0.89038,                  1.211,                 1.4019,                 1.2942,                0.42622,                0.29265,                0.40352,                0.27707,                0.86641,                0.38394,                 0.5356,                0.34253,                 1.1963,                 2.4047,                 1.9594,                 1.5307,             0.00063255,             0.00063255,             0.00063255
                     89,                0.86578,                 1.1012,                 1.2857,                 1.2584,                0.42622,                0.29265,                0.40352,                0.27707,                0.86641,                0.38394,                 0.5356,                0.34253,                 1.1963,                 2.4047,                 1.9594,                 1.5307,             0.00062705,             0.00062705,             0.00062705
                     90,                0.91198,                 1.4787,                 1.5802,                 1.3237,                0.83206,                0.37206,                  0.504,                0.30062,                0.85996,                0.40147,                0.54313,                0.34406,                 1.1573,                 1.6088,                 1.8645,                  1.462,             0.00062155,             0.00062155,             0.00062155
                     91,                0.85219,                 1.0238,                 1.2632,                  1.231,                0.83206,                0.37206,                  0.504,                0.30062,                0.85996,                0.40147,                0.54313,                0.34406,                 1.1573,                 1.6088,                 1.8645,                  1.462,             0.00061605,             0.00061605,             0.00061605
                     92,                0.84716,                 1.1601,                 1.3689,                 1.2423,                0.83206,                0.37206,                  0.504,                0.30062,                0.85996,                0.40147,                0.54313,                0.34406,                 1.1573,                 1.6088,                 1.8645,                  1.462,             0.00061055,             0.00061055,             0.00061055
                     93,                0.91162,                 1.0673,                 1.3587,                 1.2245,                0.72142,                0.40219,                0.51354,                0.29589,                0.73987,                0.41471,                0.50725,                  0.332,                 1.1666,                 1.5243,                 1.8762,                 1.4772,             0.00060505,             0.00060505,             0.00060505
                     94,                0.81283,                 1.0956,                 1.2667,                 1.2305,                0.72142,                0.40219,                0.51354,                0.29589,                0.73987,                0.41471,                0.50725,                  0.332,                 1.1666,                 1.5243,                 1.8762,                 1.4772,             0.00059955,             0.00059955,             0.00059955
                     95,                0.82091,                 1.0791,                 1.2881,                 1.2369,                0.71894,                0.42206,                0.47663,                 0.2939,                0.73009,                0.43676,                0.49424,                0.32949,                 1.1562,                 1.5172,                 1.9791,                 1.4727,             0.00059405,             0.00059405,             0.00059405
                     96,                0.80746,                 1.3464,                 1.3076,                 1.2342,                0.71894,                0.42206,                0.47663,                 0.2939,                0.73009,                0.43676,                0.49424,                0.32949,                 1.1562,                 1.5172,                 1.9791,                 1.4727,             0.00058855,             0.00058855,             0.00058855
                     97,                0.78118,                 1.1331,                 1.2375,                 1.2094,                0.74489,                0.45147,                0.53453,                0.30954,                0.76867,                0.48088,                0.55966,                 0.3284,                   1.17,                 1.4271,                 1.8873,                 1.4719,             0.00058305,             0.00058305,             0.00058305
                     98,                0.83925,                 1.2756,                 1.3554,                 1.2564,                0.74489,                0.45147,                0.53453,                0.30954,                0.76867,                0.48088,                0.55966,                 0.3284,                   1.17,                 1.4271,                 1.8873,                 1.4719,             0.00057755,             0.00057755,             0.00057755
                     99,                0.75069,                0.91639,                 1.2167,                 1.1647,                0.74489,                0.45147,                0.53453,                0.30954,                0.76867,                0.48088,                0.55966,                 0.3284,                   1.17,                 1.4271,                 1.8873,                 1.4719,             0.00057205,             0.00057205,             0.00057205
                    100,                0.87104,                 1.2405,                 1.3702,                 1.2731,                0.72433,                0.51618,                0.52027,                 0.3286,                0.74089,                0.58088,                0.57503,                0.35305,                 1.1807,                 1.3653,                 1.8602,                 1.4678,             0.00056655,             0.00056655,             0.00056655
                    101,                0.84605,                 1.2128,                 1.3932,                  1.273,                0.72433,                0.51618,                0.52027,                 0.3286,                0.74089,                0.58088,                0.57503,                0.35305,                 1.1807,                 1.3653,                 1.8602,                 1.4678,             0.00056105,             0.00056105,             0.00056105
                    102,                0.86818,                 1.1888,                  1.332,                 1.2803,                0.83433,                0.44018,                0.56593,                0.33746,                0.75859,                0.58088,                0.59752,                 0.3515,                 1.1959,                 1.3737,                 1.8172,                 1.4927,             0.00055556,             0.00055556,             0.00055556
                    103,                0.74896,                 1.1179,                 1.2645,                 1.1659,                0.83433,                0.44018,                0.56593,                0.33746,                0.75859,                0.58088,                0.59752,                 0.3515,                 1.1959,                 1.3737,                 1.8172,                 1.4927,             0.00055006,             0.00055006,             0.00055006
                    104,                0.84348,                 1.1495,                 1.3588,                 1.2097,                0.86627,                0.48382,                0.60661,                0.33258,                0.75719,                0.59559,                0.55899,                0.35003,                 1.2262,                 1.4538,                 1.7721,                 1.5441,             0.00054456,             0.00054456,             0.00054456
                    105,                0.75842,                 0.8938,                 1.2202,                 1.1764,                0.86627,                0.48382,                0.60661,                0.33258,                0.75719,                0.59559,                0.55899,                0.35003,                 1.2262,                 1.4538,                 1.7721,                 1.5441,             0.00053906,             0.00053906,             0.00053906
                    106,                0.79976,                0.97043,                 1.2713,                 1.2107,                0.77129,                0.52339,                0.56405,                0.33328,                0.75526,                0.48088,                0.52607,                0.36482,                 1.1744,                 1.4297,                 1.8478,                 1.4958,             0.00053356,             0.00053356,             0.00053356
