                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.4053,                 2.2053,                 1.9257,                 1.8042,                0.48056,                   0.75,                0.57584,                0.25739,                0.42838,                0.66667,                0.54771,                 0.2083,                 1.8634,                 5.0448,                 9.8606,                 2.5243,              0.0013749,              0.0013749,              0.0013749
                     34,                  1.138,                 2.4206,                 1.8063,                 1.6084,                0.51264,                0.58333,                 0.4883,                0.19736,                0.26732,                0.83333,                0.52828,                0.21778,                 1.8619,                 4.2326,                 13.756,                 2.6588,              0.0013947,              0.0013947,              0.0013947
                     35,                  1.217,                 2.7614,                 2.0895,                 1.7012,                0.51264,                0.58333,                 0.4883,                0.19736,                0.26732,                0.83333,                0.52828,                0.21778,                 1.8619,                 4.2326,                 13.756,                 2.6588,              0.0013947,              0.0013947,              0.0013947
                     36,                 1.2779,                 2.6035,                  2.146,                 1.7106,                0.51264,                0.58333,                 0.4883,                0.19736,                0.26732,                0.83333,                0.52828,                0.21778,                 1.8619,                 4.2326,                 13.756,                 2.6588,              0.0013864,              0.0013864,              0.0013864
                     37,                  1.191,                 1.8835,                 1.9204,                 1.6603,                0.51264,                0.58333,                 0.4883,                0.19736,                0.26732,                0.83333,                0.52828,                0.21778,                 1.8619,                 4.2326,                 13.756,                 2.6588,              0.0013782,              0.0013782,              0.0013782
                     38,                 1.1142,                 1.6895,                 1.7137,                 1.5982,                0.51264,                0.58333,                 0.4883,                0.19736,                0.26732,                0.83333,                0.52828,                0.21778,                 1.8619,                 4.2326,                 13.756,                 2.6588,              0.0013699,              0.0013699,              0.0013699
                     39,                 1.2564,                 2.1873,                 1.8779,                 1.7173,                0.51264,                0.58333,                 0.4883,                0.19736,                0.26732,                0.83333,                0.52828,                0.21778,                 1.8619,                 4.2326,                 13.756,                 2.6588,              0.0013617,              0.0013617,              0.0013617
                     40,                 1.3835,                 2.6431,                 2.1234,                 1.8299,                0.51198,                0.83333,                 0.5866,                0.26885,                0.10248,                0.83333,                0.20457,                0.06112,                 1.8428,                 4.8861,                 19.045,                 2.7064,              0.0013534,              0.0013534,              0.0013534
                     41,                 1.7568,                  2.484,                  2.352,                 2.1439,                0.51198,                0.83333,                 0.5866,                0.26885,                0.10248,                0.83333,                0.20457,                0.06112,                 1.8428,                 4.8861,                 19.045,                 2.7064,              0.0013452,              0.0013452,              0.0013452
                     42,                 1.6141,                 2.9802,                 2.1744,                 2.0385,                0.51198,                0.83333,                 0.5866,                0.26885,                0.10248,                0.83333,                0.20457,                0.06112,                 1.8428,                 4.8861,                 19.045,                 2.7064,              0.0013369,              0.0013369,              0.0013369
                     43,                 1.4071,                 2.2534,                 1.9883,                 1.7939,                0.51198,                0.83333,                 0.5866,                0.26885,                0.10248,                0.83333,                0.20457,                0.06112,                 1.8428,                 4.8861,                 19.045,                 2.7064,              0.0013287,              0.0013287,              0.0013287
                     44,                  1.374,                 1.9607,                 2.0551,                 1.7175,                0.51198,                0.83333,                 0.5866,                0.26885,                0.10248,                0.83333,                0.20457,                0.06112,                 1.8428,                 4.8861,                 19.045,                 2.7064,              0.0013204,              0.0013204,              0.0013204
                     45,                 1.5116,                 2.2849,                 2.2743,                 1.9338,                0.43828,                0.33333,                0.45584,                0.16793,                0.08156,                   0.75,                0.09274,                0.02854,                 1.8512,                 4.5003,                 8.4655,                 2.7857,              0.0013122,              0.0013122,              0.0013122
                     46,                 1.4443,                 2.7647,                 2.0839,                 1.8688,                0.43828,                0.33333,                0.45584,                0.16793,                0.08156,                   0.75,                0.09274,                0.02854,                 1.8512,                 4.5003,                 8.4655,                 2.7857,              0.0013039,              0.0013039,              0.0013039
                     47,                 1.2781,                 2.6884,                 2.0663,                 1.7589,                0.43828,                0.33333,                0.45584,                0.16793,                0.08156,                   0.75,                0.09274,                0.02854,                 1.8512,                 4.5003,                 8.4655,                 2.7857,              0.0012957,              0.0012957,              0.0012957
                     48,                 1.4518,                 2.3754,                  2.037,                 1.9404,                0.43828,                0.33333,                0.45584,                0.16793,                0.08156,                   0.75,                0.09274,                0.02854,                 1.8512,                 4.5003,                 8.4655,                 2.7857,              0.0012874,              0.0012874,              0.0012874
                     49,                 1.4919,                 2.8844,                 2.1132,                 1.9465,                0.43828,                0.33333,                0.45584,                0.16793,                0.08156,                   0.75,                0.09274,                0.02854,                 1.8512,                 4.5003,                 8.4655,                 2.7857,              0.0012792,              0.0012792,              0.0012792
                     50,                 1.5743,                 2.6091,                 2.1886,                 1.8066,                0.36199,                 0.6525,                0.36629,                0.10616,                  0.197,                    0.5,                0.17886,                0.05901,                 2.2053,                 4.0453,                 7.7699,                 2.9964,              0.0012709,              0.0012709,              0.0012709
                     51,                 1.4701,                 2.4531,                 2.1783,                 1.8754,                0.36199,                 0.6525,                0.36629,                0.10616,                  0.197,                    0.5,                0.17886,                0.05901,                 2.2053,                 4.0453,                 7.7699,                 2.9964,              0.0012627,              0.0012627,              0.0012627
                     52,                 1.3203,                 2.8096,                 1.9702,                 1.7383,                0.36199,                 0.6525,                0.36629,                0.10616,                  0.197,                    0.5,                0.17886,                0.05901,                 2.2053,                 4.0453,                 7.7699,                 2.9964,              0.0012544,              0.0012544,              0.0012544
                     53,                  1.363,                 2.1941,                 2.0419,                 1.8176,                0.36199,                 0.6525,                0.36629,                0.10616,                  0.197,                    0.5,                0.17886,                0.05901,                 2.2053,                 4.0453,                 7.7699,                 2.9964,              0.0012462,              0.0012462,              0.0012462
                     54,                 1.3434,                 2.5395,                 2.0051,                 1.7795,                0.36199,                 0.6525,                0.36629,                0.10616,                  0.197,                    0.5,                0.17886,                0.05901,                 2.2053,                 4.0453,                 7.7699,                 2.9964,              0.0012379,              0.0012379,              0.0012379
                     55,                 1.3873,                  2.103,                 2.0537,                 1.8694,                0.36199,                 0.6525,                0.36629,                0.10616,                  0.197,                    0.5,                0.17886,                0.05901,                 2.2053,                 4.0453,                 7.7699,                 2.9964,              0.0012297,              0.0012297,              0.0012297
                     56,                 1.4217,                 2.1952,                 1.9206,                 1.8915,                0.52612,                    0.5,                0.31731,                0.08155,                0.52612,                    0.5,                0.27693,                 0.0496,                 1.9734,                  6.273,                  8.871,                 2.9676,              0.0012214,              0.0012214,              0.0012214
                     57,                 1.7345,                 2.5037,                 2.2706,                  2.142,                0.52612,                    0.5,                0.31731,                0.08155,                0.52612,                    0.5,                0.27693,                 0.0496,                 1.9734,                  6.273,                  8.871,                 2.9676,              0.0012132,              0.0012132,              0.0012132
                     58,                 1.4181,                 2.6936,                  2.148,                 1.8457,                0.52612,                    0.5,                0.31731,                0.08155,                0.52612,                    0.5,                0.27693,                 0.0496,                 1.9734,                  6.273,                  8.871,                 2.9676,              0.0012049,              0.0012049,              0.0012049
                     59,                  1.437,                 2.7883,                 1.9925,                 1.7703,                0.52612,                    0.5,                0.31731,                0.08155,                0.52612,                    0.5,                0.27693,                 0.0496,                 1.9734,                  6.273,                  8.871,                 2.9676,              0.0011967,              0.0011967,              0.0011967
                     60,                 1.4544,                 2.5058,                 2.0344,                 1.7794,                0.52612,                    0.5,                0.31731,                0.08155,                0.52612,                    0.5,                0.27693,                 0.0496,                 1.9734,                  6.273,                  8.871,                 2.9676,              0.0011884,              0.0011884,              0.0011884
                     61,                 1.3309,                 2.5951,                 1.9375,                 1.6806,                0.52997,                0.41667,                0.36398,                0.08007,                0.46654,                    0.5,                0.23272,                0.04527,                 1.9036,                 5.7927,                 7.5539,                 2.7624,              0.0011802,              0.0011802,              0.0011802
                     62,                 1.3565,                 3.0339,                  2.068,                 1.7639,                0.52997,                0.41667,                0.36398,                0.08007,                0.46654,                    0.5,                0.23272,                0.04527,                 1.9036,                 5.7927,                 7.5539,                 2.7624,              0.0011719,              0.0011719,              0.0011719
                     63,                 1.3426,                 2.0944,                 1.9949,                 1.7676,                0.52997,                0.41667,                0.36398,                0.08007,                0.46654,                    0.5,                0.23272,                0.04527,                 1.9036,                 5.7927,                 7.5539,                 2.7624,              0.0011636,              0.0011636,              0.0011636
                     64,                 1.6089,                 2.1246,                 2.0742,                 1.9788,                0.52997,                0.41667,                0.36398,                0.08007,                0.46654,                    0.5,                0.23272,                0.04527,                 1.9036,                 5.7927,                 7.5539,                 2.7624,              0.0011554,              0.0011554,              0.0011554
                     65,                 1.6419,                 2.6176,                  2.141,                 1.9334,                0.52997,                0.41667,                0.36398,                0.08007,                0.46654,                    0.5,                0.23272,                0.04527,                 1.9036,                 5.7927,                 7.5539,                 2.7624,              0.0011471,              0.0011471,              0.0011471
                     66,                 1.3701,                 2.2558,                 2.0104,                 1.7365,                0.41575,                0.41667,                0.38987,                0.16539,                0.16202,                   0.25,                0.21232,                0.07427,                 2.0173,                 4.6792,                 7.4956,                 2.7005,              0.0011389,              0.0011389,              0.0011389
                     67,                 1.2772,                 1.9839,                 1.9199,                 1.7151,                0.41575,                0.41667,                0.38987,                0.16539,                0.16202,                   0.25,                0.21232,                0.07427,                 2.0173,                 4.6792,                 7.4956,                 2.7005,              0.0011306,              0.0011306,              0.0011306
                     68,                 1.1688,                 1.8305,                 1.8696,                 1.6841,                0.41575,                0.41667,                0.38987,                0.16539,                0.16202,                   0.25,                0.21232,                0.07427,                 2.0173,                 4.6792,                 7.4956,                 2.7005,              0.0011224,              0.0011224,              0.0011224
                     69,                 1.5165,                 2.0423,                 1.9293,                 1.8618,                0.41575,                0.41667,                0.38987,                0.16539,                0.16202,                   0.25,                0.21232,                0.07427,                 2.0173,                 4.6792,                 7.4956,                 2.7005,              0.0011141,              0.0011141,              0.0011141
                     70,                 1.3033,                 2.0783,                 1.8208,                 1.8379,                0.41575,                0.41667,                0.38987,                0.16539,                0.16202,                   0.25,                0.21232,                0.07427,                 2.0173,                 4.6792,                 7.4956,                 2.7005,              0.0011059,              0.0011059,              0.0011059
                     71,                 1.3579,                 2.0518,                 1.8137,                 1.6683,                0.41575,                0.41667,                0.38987,                0.16539,                0.16202,                   0.25,                0.21232,                0.07427,                 2.0173,                 4.6792,                 7.4956,                 2.7005,              0.0010976,              0.0010976,              0.0010976
                     72,                 1.2076,                  1.838,                 1.7474,                 1.6959,                0.31237,                    0.5,                0.20599,                0.09248,                0.32896,                0.41667,                0.22967,                0.06434,                 2.0672,                 4.0313,                 6.1167,                 2.8246,              0.0010894,              0.0010894,              0.0010894
                     73,                 1.4781,                 2.1142,                 1.9459,                 1.8966,                0.31237,                    0.5,                0.20599,                0.09248,                0.32896,                0.41667,                0.22967,                0.06434,                 2.0672,                 4.0313,                 6.1167,                 2.8246,              0.0010811,              0.0010811,              0.0010811
                     74,                 1.3207,                  2.283,                 1.9533,                 1.7955,                0.31237,                    0.5,                0.20599,                0.09248,                0.32896,                0.41667,                0.22967,                0.06434,                 2.0672,                 4.0313,                 6.1167,                 2.8246,              0.0010729,              0.0010729,              0.0010729
                     75,                 1.7693,                 2.8083,                 2.1359,                  2.056,                0.31237,                    0.5,                0.20599,                0.09248,                0.32896,                0.41667,                0.22967,                0.06434,                 2.0672,                 4.0313,                 6.1167,                 2.8246,              0.0010646,              0.0010646,              0.0010646
                     76,                 1.4395,                 2.2406,                 2.0568,                 1.8507,                0.31237,                    0.5,                0.20599,                0.09248,                0.32896,                0.41667,                0.22967,                0.06434,                 2.0672,                 4.0313,                 6.1167,                 2.8246,              0.0010564,              0.0010564,              0.0010564
                     77,                 1.5276,                 2.5831,                 2.1014,                 1.9325,                  0.257,                   0.25,                0.25622,                0.08198,                0.16822,                0.16667,                0.16894,                0.07601,                 2.0917,                 3.8302,                 4.0171,                 2.7623,              0.0010481,              0.0010481,              0.0010481
                     78,                 1.3981,                 2.1682,                 1.8514,                  1.745,                  0.257,                   0.25,                0.25622,                0.08198,                0.16822,                0.16667,                0.16894,                0.07601,                 2.0917,                 3.8302,                 4.0171,                 2.7623,              0.0010399,              0.0010399,              0.0010399
                     79,                 1.3915,                 2.3157,                 1.8326,                  1.836,                  0.257,                   0.25,                0.25622,                0.08198,                0.16822,                0.16667,                0.16894,                0.07601,                 2.0917,                 3.8302,                 4.0171,                 2.7623,              0.0010316,              0.0010316,              0.0010316
                     80,                 1.4567,                 2.1616,                 1.8016,                 1.8163,                  0.257,                   0.25,                0.25622,                0.08198,                0.16822,                0.16667,                0.16894,                0.07601,                 2.0917,                 3.8302,                 4.0171,                 2.7623,              0.0010234,              0.0010234,              0.0010234
                     81,                 1.5269,                 2.3731,                 1.9383,                  1.883,                  0.257,                   0.25,                0.25622,                0.08198,                0.16822,                0.16667,                0.16894,                0.07601,                 2.0917,                 3.8302,                 4.0171,                 2.7623,              0.0010151,              0.0010151,              0.0010151
                     82,                 1.5097,                 1.7899,                 2.0311,                 1.8948,                 0.2105,                0.33333,                 0.2519,                0.10115,                0.18009,                0.33333,                0.26013,                0.12432,                 2.2655,                 8.5713,                 3.1587,                 2.9449,              0.0010069,              0.0010069,              0.0010069
                     83,                 1.4263,                 2.1306,                 2.0118,                 1.7717,                 0.2105,                0.33333,                 0.2519,                0.10115,                0.18009,                0.33333,                0.26013,                0.12432,                 2.2655,                 8.5713,                 3.1587,                 2.9449,             0.00099862,             0.00099862,             0.00099862
                     84,                 1.3056,                  1.741,                 1.9485,                 1.6288,                 0.2105,                0.33333,                 0.2519,                0.10115,                0.18009,                0.33333,                0.26013,                0.12432,                 2.2655,                 8.5713,                 3.1587,                 2.9449,             0.00099036,             0.00099036,             0.00099036
                     85,                 1.4818,                  2.317,                 2.0446,                 1.9092,                 0.2105,                0.33333,                 0.2519,                0.10115,                0.18009,                0.33333,                0.26013,                0.12432,                 2.2655,                 8.5713,                 3.1587,                 2.9449,             0.00098211,             0.00098211,             0.00098211
                     86,                 1.3599,                 2.2608,                 1.8426,                 1.7687,                 0.2105,                0.33333,                 0.2519,                0.10115,                0.18009,                0.33333,                0.26013,                0.12432,                 2.2655,                 8.5713,                 3.1587,                 2.9449,             0.00097386,             0.00097386,             0.00097386
                     87,                 1.5357,                 1.7123,                 1.9766,                 1.8615,                 0.2105,                0.33333,                 0.2519,                0.10115,                0.18009,                0.33333,                0.26013,                0.12432,                 2.2655,                 8.5713,                 3.1587,                 2.9449,             0.00096561,             0.00096561,             0.00096561
                     88,                 1.3231,                 2.4188,                 1.8165,                 1.7593,                0.17137,                0.16667,                0.20069,                0.06097,                0.17137,                0.16667,                0.18134,                0.10958,                 2.5253,                 14.578,                 3.2164,                  3.114,             0.00095736,             0.00095736,             0.00095736
                     89,                 1.3803,                 2.0461,                 1.8358,                 1.7612,                0.17137,                0.16667,                0.20069,                0.06097,                0.17137,                0.16667,                0.18134,                0.10958,                 2.5253,                 14.578,                 3.2164,                  3.114,             0.00094911,             0.00094911,             0.00094911
                     90,                  1.455,                  2.194,                 1.9391,                 1.7435,                0.17137,                0.16667,                0.20069,                0.06097,                0.17137,                0.16667,                0.18134,                0.10958,                 2.5253,                 14.578,                 3.2164,                  3.114,             0.00094085,             0.00094085,             0.00094085
                     91,                 1.4783,                 2.4353,                 1.9407,                  1.964,                0.17137,                0.16667,                0.20069,                0.06097,                0.17137,                0.16667,                0.18134,                0.10958,                 2.5253,                 14.578,                 3.2164,                  3.114,              0.0009326,              0.0009326,              0.0009326
                     92,                 1.5421,                 2.8784,                 1.9551,                 1.9932,                0.17137,                0.16667,                0.20069,                0.06097,                0.17137,                0.16667,                0.18134,                0.10958,                 2.5253,                 14.578,                 3.2164,                  3.114,             0.00092435,             0.00092435,             0.00092435
                     93,                 1.5547,                 2.2809,                 1.8658,                  1.941,                0.46751,                   0.25,                0.34935,                 0.0783,                0.26075,                0.18458,                0.19108,                 0.1123,                 2.4233,                  14.18,                 3.1164,                 3.3126,              0.0009161,              0.0009161,              0.0009161
                     94,                 1.2557,                 1.8644,                 1.8121,                 1.7262,                0.46751,                   0.25,                0.34935,                 0.0783,                0.26075,                0.18458,                0.19108,                 0.1123,                 2.4233,                  14.18,                 3.1164,                 3.3126,             0.00090785,             0.00090785,             0.00090785
                     95,                 1.3297,                 2.4813,                 1.7479,                 1.7856,                0.46751,                   0.25,                0.34935,                 0.0783,                0.26075,                0.18458,                0.19108,                 0.1123,                 2.4233,                  14.18,                 3.1164,                 3.3126,              0.0008996,              0.0008996,              0.0008996
                     96,                 1.8451,                  2.104,                 2.3228,                 2.1942,                0.46751,                   0.25,                0.34935,                 0.0783,                0.26075,                0.18458,                0.19108,                 0.1123,                 2.4233,                  14.18,                 3.1164,                 3.3126,             0.00089134,             0.00089134,             0.00089134
                     97,                 1.4164,                 2.1166,                 1.9152,                  1.817,                0.46751,                   0.25,                0.34935,                 0.0783,                0.26075,                0.18458,                0.19108,                 0.1123,                 2.4233,                  14.18,                 3.1164,                 3.3126,             0.00088309,             0.00088309,             0.00088309
                     98,                 1.4163,                 2.2492,                 1.8679,                 1.7834,                0.31015,                    0.5,                 0.3155,                0.08914,                0.31015,                    0.5,                0.32727,                0.10237,                 2.4077,                 7.4204,                 3.0689,                 3.0255,             0.00087484,             0.00087484,             0.00087484
                     99,                 1.2229,                  2.563,                 1.8417,                 1.6837,                0.31015,                    0.5,                 0.3155,                0.08914,                0.31015,                    0.5,                0.32727,                0.10237,                 2.4077,                 7.4204,                 3.0689,                 3.0255,             0.00086659,             0.00086659,             0.00086659
                    100,                  1.374,                 2.2283,                 1.8342,                 1.8182,                0.31015,                    0.5,                 0.3155,                0.08914,                0.31015,                    0.5,                0.32727,                0.10237,                 2.4077,                 7.4204,                 3.0689,                 3.0255,             0.00085834,             0.00085834,             0.00085834
                    101,                 1.4538,                 2.1799,                 1.8723,                 1.9101,                0.31015,                    0.5,                 0.3155,                0.08914,                0.31015,                    0.5,                0.32727,                0.10237,                 2.4077,                 7.4204,                 3.0689,                 3.0255,             0.00085009,             0.00085009,             0.00085009
                    102,                 1.3605,                 2.5037,                 1.9089,                 1.8288,                0.31015,                    0.5,                 0.3155,                0.08914,                0.31015,                    0.5,                0.32727,                0.10237,                 2.4077,                 7.4204,                 3.0689,                 3.0255,             0.00084184,             0.00084184,             0.00084184
                    103,                 1.3982,                 2.3986,                 1.9258,                 1.8659,                0.31015,                    0.5,                 0.3155,                0.08914,                0.31015,                    0.5,                0.32727,                0.10237,                 2.4077,                 7.4204,                 3.0689,                 3.0255,             0.00083358,             0.00083358,             0.00083358
                    104,                 1.2496,                 1.8873,                 1.8725,                 1.6949,                0.18892,                0.58333,                0.23642,                0.06216,                0.21938,                   0.75,                0.31637,                0.08736,                  2.549,                 4.6501,                 3.0356,                 3.0908,             0.00082533,             0.00082533,             0.00082533
                    105,                  1.266,                 1.7652,                 1.7717,                 1.6391,                0.18892,                0.58333,                0.23642,                0.06216,                0.21938,                   0.75,                0.31637,                0.08736,                  2.549,                 4.6501,                 3.0356,                 3.0908,             0.00081708,             0.00081708,             0.00081708
                    106,                 1.1483,                  2.049,                 1.6876,                 1.5967,                0.18892,                0.58333,                0.23642,                0.06216,                0.21938,                   0.75,                0.31637,                0.08736,                  2.549,                 4.6501,                 3.0356,                 3.0908,             0.00080883,             0.00080883,             0.00080883
