                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 0.8139,                 1.0672,                 1.1895,                  1.218,                0.82473,                 0.6473,                0.82207,                0.39977,                0.85345,                0.67672,                0.82464,                0.55036,                 1.2449,                 1.2952,                 1.5255,                 1.6057,             0.00094712,             0.00094712,             0.00094712
                    151,                0.87353,                 1.1442,                 1.2635,                 1.3278,                0.82473,                 0.6473,                0.82207,                0.39977,                0.85345,                0.67672,                0.82464,                0.55036,                 1.2449,                 1.2952,                 1.5255,                 1.6057,             0.00094602,             0.00094602,             0.00094602
                    152,                0.85401,                 1.1609,                 1.2473,                 1.2647,                0.77415,                0.58536,                0.81337,                0.41127,                 0.7534,                0.58352,                0.74289,                0.55972,                  1.169,                 1.3552,                 1.5483,                 1.5331,             0.00094492,             0.00094492,             0.00094492
                    153,                0.97069,                 0.9805,                 1.3561,                 1.3702,                0.77415,                0.58536,                0.81337,                0.41127,                 0.7534,                0.58352,                0.74289,                0.55972,                  1.169,                 1.3552,                 1.5483,                 1.5331,             0.00094382,             0.00094382,             0.00094382
                    154,                0.87163,                 1.1644,                 1.2453,                 1.3035,                0.56401,                0.78178,                0.76821,                0.39922,                0.55248,                0.76152,                0.75969,                0.51878,                 1.1165,                 1.4849,                 1.5589,                 1.4543,             0.00094272,             0.00094272,             0.00094272
                    155,                0.82343,                0.95555,                 1.1401,                 1.2242,                0.56401,                0.78178,                0.76821,                0.39922,                0.55248,                0.76152,                0.75969,                0.51878,                 1.1165,                 1.4849,                 1.5589,                 1.4543,             0.00094162,             0.00094162,             0.00094162
                    156,                 0.8043,                 1.1598,                 1.1925,                 1.2237,                0.56401,                0.78178,                0.76821,                0.39922,                0.55248,                0.76152,                0.75969,                0.51878,                 1.1165,                 1.4849,                 1.5589,                 1.4543,             0.00094052,             0.00094052,             0.00094052
                    157,                0.85144,                 1.4194,                 1.2379,                 1.2671,                0.67161,                0.55735,                0.65643,                0.38258,                0.67161,                0.55735,                0.69367,                0.51596,                  1.123,                 1.6853,                 1.6769,                 1.4184,             0.00093942,             0.00093942,             0.00093942
                    158,                0.84211,                 1.0798,                 1.2109,                 1.2612,                0.67161,                0.55735,                0.65643,                0.38258,                0.67161,                0.55735,                0.69367,                0.51596,                  1.123,                 1.6853,                 1.6769,                 1.4184,             0.00093832,             0.00093832,             0.00093832
                    159,                0.88228,                 1.1857,                 1.2279,                 1.2774,                0.52116,                 0.7045,                0.54897,                0.35825,                0.51731,                0.70681,                0.57144,                0.41057,                 1.1031,                 1.9473,                 1.7291,                 1.3707,             0.00093722,             0.00093722,             0.00093722
                    160,                0.90234,                 1.0891,                 1.3038,                 1.2963,                0.52116,                 0.7045,                0.54897,                0.35825,                0.51731,                0.70681,                0.57144,                0.41057,                 1.1031,                 1.9473,                 1.7291,                 1.3707,             0.00093612,             0.00093612,             0.00093612
                    161,                0.83147,                 1.1786,                 1.2447,                 1.2528,                0.58703,                0.72933,                0.59394,                0.39049,                0.53992,                0.75323,                0.60537,                0.45588,                 1.0373,                 1.5602,                 1.7278,                  1.335,             0.00093502,             0.00093502,             0.00093502
                    162,                0.81871,                0.98967,                 1.1441,                 1.2334,                0.58703,                0.72933,                0.59394,                0.39049,                0.53992,                0.75323,                0.60537,                0.45588,                 1.0373,                 1.5602,                 1.7278,                  1.335,             0.00093392,             0.00093392,             0.00093392
                    163,                0.86865,                 1.0686,                 1.2696,                 1.2694,                0.58703,                0.72933,                0.59394,                0.39049,                0.53992,                0.75323,                0.60537,                0.45588,                 1.0373,                 1.5602,                 1.7278,                  1.335,             0.00093282,             0.00093282,             0.00093282
                    164,                0.81176,                0.92254,                 1.1628,                 1.2401,                 0.5268,                0.77868,                 0.5377,                  0.357,                0.53172,                0.81397,                0.58909,                0.43365,                 1.0472,                 1.4302,                 1.7261,                  1.359,             0.00093172,             0.00093172,             0.00093172
                    165,                0.85564,                 1.2563,                 1.2394,                   1.25,                 0.5268,                0.77868,                 0.5377,                  0.357,                0.53172,                0.81397,                0.58909,                0.43365,                 1.0472,                 1.4302,                 1.7261,                  1.359,             0.00093062,             0.00093062,             0.00093062
                    166,                0.83465,                 1.2577,                 1.2537,                 1.2392,                 0.5825,                0.81397,                0.70283,                0.48889,                0.59104,                0.82502,                0.71536,                0.57985,                 1.0034,                 1.3645,                 1.7392,                 1.3359,             0.00092952,             0.00092952,             0.00092952
                    167,                0.88197,                 1.1219,                  1.291,                 1.3373,                 0.5825,                0.81397,                0.70283,                0.48889,                0.59104,                0.82502,                0.71536,                0.57985,                 1.0034,                 1.3645,                 1.7392,                 1.3359,             0.00092842,             0.00092842,             0.00092842
                    168,                0.77418,                 0.9458,                 1.1819,                  1.186,                0.68497,                0.72405,                0.71483,                0.50983,                0.70559,                 0.7386,                0.73726,                0.59518,                 0.9982,                 1.4835,                 1.7052,                 1.3124,             0.00092732,             0.00092732,             0.00092732
                    169,                0.95087,                   1.12,                 1.3532,                 1.3511,                0.68497,                0.72405,                0.71483,                0.50983,                0.70559,                 0.7386,                0.73726,                0.59518,                 0.9982,                 1.4835,                 1.7052,                 1.3124,             0.00092622,             0.00092622,             0.00092622
                    170,                  0.885,                 1.0664,                  1.264,                 1.3085,                0.71227,                0.69342,                 0.7461,                0.54163,                0.72262,                0.77313,                0.77789,                 0.6263,                0.96908,                 1.5579,                 1.6146,                 1.3042,             0.00092512,             0.00092512,             0.00092512
                    171,                0.79709,                0.94547,                 1.1659,                 1.2283,                0.71227,                0.69342,                 0.7461,                0.54163,                0.72262,                0.77313,                0.77789,                 0.6263,                0.96908,                 1.5579,                 1.6146,                 1.3042,             0.00092402,             0.00092402,             0.00092402
                    172,                 0.8437,                 1.0322,                 1.2085,                 1.2519,                0.71227,                0.69342,                 0.7461,                0.54163,                0.72262,                0.77313,                0.77789,                 0.6263,                0.96908,                 1.5579,                 1.6146,                 1.3042,             0.00092292,             0.00092292,             0.00092292
                    173,                0.88476,                0.89805,                 1.2183,                 1.2642,                0.76686,                0.70271,                0.80207,                 0.5808,                0.69572,                0.78087,                0.82609,                0.63819,                0.93953,                 1.3098,                 1.4629,                 1.3259,             0.00092182,             0.00092182,             0.00092182
                    174,                 0.8332,                 1.1429,                 1.1761,                 1.2403,                0.76686,                0.70271,                0.80207,                 0.5808,                0.69572,                0.78087,                0.82609,                0.63819,                0.93953,                 1.3098,                 1.4629,                 1.3259,             0.00092072,             0.00092072,             0.00092072
                    175,                0.82398,                0.91869,                  1.169,                 1.2429,                 0.6286,                0.86347,                0.80698,                0.58988,                0.64551,                 0.8597,                0.81077,                0.64644,                0.97264,                  1.282,                 1.4103,                 1.3708,             0.00091962,             0.00091962,             0.00091962
                    176,                0.79153,                  0.971,                 1.1368,                 1.2198,                 0.6286,                0.86347,                0.80698,                0.58988,                0.64551,                 0.8597,                0.81077,                0.64644,                0.97264,                  1.282,                 1.4103,                 1.3708,             0.00091852,             0.00091852,             0.00091852
                    177,                0.83894,                 1.1105,                 1.1771,                 1.2394,                0.84828,                0.78288,                 0.8653,                0.65338,                0.85947,                0.79759,                0.88305,                0.68657,                0.96409,                 1.2398,                 1.3842,                 1.3797,             0.00091742,             0.00091742,             0.00091742
                    178,                0.80103,                0.89694,                 1.0944,                 1.2079,                0.84828,                0.78288,                 0.8653,                0.65338,                0.85947,                0.79759,                0.88305,                0.68657,                0.96409,                 1.2398,                 1.3842,                 1.3797,             0.00091632,             0.00091632,             0.00091632
                    179,                0.78813,                0.98248,                 1.0754,                 1.2057,                0.84828,                0.78288,                 0.8653,                0.65338,                0.85947,                0.79759,                0.88305,                0.68657,                0.96409,                 1.2398,                 1.3842,                 1.3797,             0.00091522,             0.00091522,             0.00091522
                    180,                0.83477,                 1.1077,                 1.1665,                 1.1852,                0.87162,                0.81504,                  0.897,                0.53978,                0.88381,                0.82975,                0.89801,                0.66072,                0.98792,                 1.2712,                 1.3906,                 1.3834,             0.00091412,             0.00091412,             0.00091412
                    181,                0.81357,                 1.4374,                 1.2647,                 1.2743,                0.87162,                0.81504,                  0.897,                0.53978,                0.88381,                0.82975,                0.89801,                0.66072,                0.98792,                 1.2712,                 1.3906,                 1.3834,             0.00091302,             0.00091302,             0.00091302
                    182,                0.82534,                  1.047,                 1.2102,                 1.2128,                0.88725,                0.79743,                0.90224,                0.47807,                0.86008,                0.78272,                0.92144,                0.61171,                 1.0519,                 1.2949,                 1.3392,                 1.3612,             0.00091192,             0.00091192,             0.00091192
                    183,                0.76605,                0.83985,                 1.1181,                 1.2091,                0.88725,                0.79743,                0.90224,                0.47807,                0.86008,                0.78272,                0.92144,                0.61171,                 1.0519,                 1.2949,                 1.3392,                 1.3612,             0.00091082,             0.00091082,             0.00091082
                    184,                0.86544,                 1.0552,                 1.2632,                 1.2882,                0.75892,                0.78733,                0.89405,                0.50765,                0.74652,                0.77262,                0.90504,                0.63098,                 1.0402,                 1.3139,                 1.2674,                 1.3121,             0.00090972,             0.00090972,             0.00090972
                    185,                0.78525,                0.94515,                 1.0777,                 1.2007,                0.75892,                0.78733,                0.89405,                0.50765,                0.74652,                0.77262,                0.90504,                0.63098,                 1.0402,                 1.3139,                 1.2674,                 1.3121,             0.00090862,             0.00090862,             0.00090862
                    186,                0.76537,                 0.8653,                 1.0665,                 1.2259,                0.82336,                0.78088,                0.84952,                0.48323,                0.81733,                  0.781,                0.86406,                0.59994,                 1.0132,                 1.4599,                 1.2772,                    1.3,             0.00090752,             0.00090752,             0.00090752
                    187,                0.84614,                0.86611,                 1.1015,                 1.2668,                0.82336,                0.78088,                0.84952,                0.48323,                0.81733,                  0.781,                0.86406,                0.59994,                 1.0132,                 1.4599,                 1.2772,                    1.3,             0.00090642,             0.00090642,             0.00090642
                    188,                0.79516,                0.89104,                 1.0469,                  1.211,                0.82336,                0.78088,                0.84952,                0.48323,                0.81733,                  0.781,                0.86406,                0.59994,                 1.0132,                 1.4599,                 1.2772,                    1.3,             0.00090532,             0.00090532,             0.00090532
                    189,                 0.8372,                0.89582,                 1.0761,                 1.2615,                0.79788,                 0.7552,                0.86227,                0.45419,                0.76706,                0.81656,                0.83754,                0.56221,                 1.0643,                 1.8097,                 1.3602,                 1.3866,             0.00090422,             0.00090422,             0.00090422
                    190,                0.79842,                 1.0533,                  1.121,                 1.2039,                0.79788,                 0.7552,                0.86227,                0.45419,                0.76706,                0.81656,                0.83754,                0.56221,                 1.0643,                 1.8097,                 1.3602,                 1.3866,             0.00090312,             0.00090312,             0.00090312
                    191,                0.76282,                 1.0667,                  1.096,                  1.201,                0.78098,                0.66584,                0.83585,                0.44103,                0.78098,                0.66584,                0.79192,                0.50393,                 1.1087,                 1.8544,                 1.4153,                 1.4672,             0.00090202,             0.00090202,             0.00090202
                    192,                0.86723,                 1.2486,                   1.27,                 1.3078,                0.78098,                0.66584,                0.83585,                0.44103,                0.78098,                0.66584,                0.79192,                0.50393,                 1.1087,                 1.8544,                 1.4153,                 1.4672,             0.00090092,             0.00090092,             0.00090092
                    193,                0.88271,                0.95156,                 1.1832,                 1.2548,                0.63829,                0.82862,                0.69825,                0.42601,                0.63829,                0.82862,                0.69931,                0.45557,                 1.1717,                 1.5146,                 1.3455,                 1.5413,             0.00089982,             0.00089982,             0.00089982
                    194,                0.79366,                0.96785,                  1.115,                 1.2333,                0.63829,                0.82862,                0.69825,                0.42601,                0.63829,                0.82862,                0.69931,                0.45557,                 1.1717,                 1.5146,                 1.3455,                 1.5413,             0.00089872,             0.00089872,             0.00089872
                    195,                0.78632,                0.97538,                 1.0812,                 1.2201,                0.63829,                0.82862,                0.69825,                0.42601,                0.63829,                0.82862,                0.69931,                0.45557,                 1.1717,                 1.5146,                 1.3455,                 1.5413,             0.00089762,             0.00089762,             0.00089762
                    196,                0.70494,                0.79735,                 1.0177,                 1.1324,                0.70134,                0.84338,                0.77081,                0.43015,                0.66153,                0.81213,                0.68794,                0.45325,                 1.2409,                 1.5077,                 1.3441,                 1.6312,             0.00089652,             0.00089652,             0.00089652
                    197,                  0.876,                 1.1431,                 1.2108,                 1.2745,                0.70134,                0.84338,                0.77081,                0.43015,                0.66153,                0.81213,                0.68794,                0.45325,                 1.2409,                 1.5077,                 1.3441,                 1.6312,             0.00089542,             0.00089542,             0.00089542
                    198,                 0.8336,                 1.1899,                 1.1754,                 1.2617,                0.64001,                0.88943,                0.90706,                0.43344,                0.55801,                0.81213,                 0.8124,                0.50779,                 1.2658,                 1.6102,                 1.4279,                 1.6925,             0.00089432,             0.00089432,             0.00089432
                    199,                0.86366,                 1.0929,                 1.2204,                 1.2578,                0.64001,                0.88943,                0.90706,                0.43344,                0.55801,                0.81213,                 0.8124,                0.50779,                 1.2658,                 1.6102,                 1.4279,                 1.6925,             0.00089322,             0.00089322,             0.00089322
                    200,                0.87421,                 0.9571,                 1.1329,                 1.3037,                0.91367,                0.76494,                0.89181,                0.42798,                0.85035,                0.73369,                0.84036,                 0.4725,                  1.232,                 1.6401,                 1.4548,                 1.6069,             0.00089212,             0.00089212,             0.00089212
                    201,                0.82578,                 1.1174,                 1.1666,                 1.2317,                0.91367,                0.76494,                0.89181,                0.42798,                0.85035,                0.73369,                0.84036,                 0.4725,                  1.232,                 1.6401,                 1.4548,                 1.6069,             0.00089102,             0.00089102,             0.00089102
                    202,                0.75061,                 1.0498,                 1.0751,                 1.2048,                0.74346,                0.81747,                0.86789,                0.42562,                0.66673,                0.81392,                0.83228,                0.50938,                 1.1485,                 1.5863,                 1.4342,                 1.5357,             0.00088992,             0.00088992,             0.00088992
                    203,                0.79485,                 1.0846,                 1.1923,                 1.2672,                0.74346,                0.81747,                0.86789,                0.42562,                0.66673,                0.81392,                0.83228,                0.50938,                 1.1485,                 1.5863,                 1.4342,                 1.5357,             0.00088882,             0.00088882,             0.00088882
                    204,                0.78067,                  0.976,                 1.1101,                 1.2418,                0.74346,                0.81747,                0.86789,                0.42562,                0.66673,                0.81392,                0.83228,                0.50938,                 1.1485,                 1.5863,                 1.4342,                 1.5357,             0.00088772,             0.00088772,             0.00088772
                    205,                0.81027,                0.94746,                 1.0976,                 1.2684,                0.72493,                 0.7947,                0.86145,                0.42102,                0.74652,                0.82395,                 0.8726,                0.53758,                 1.1013,                 1.5902,                 1.4475,                 1.4654,             0.00088662,             0.00088662,             0.00088662
                    206,                0.79029,                0.87905,                 1.1261,                 1.2345,                0.72493,                 0.7947,                0.86145,                0.42102,                0.74652,                0.82395,                 0.8726,                0.53758,                 1.1013,                 1.5902,                 1.4475,                 1.4654,             0.00088552,             0.00088552,             0.00088552
                    207,                0.75498,                0.95653,                 1.1128,                 1.2138,                0.69493,                0.90569,                0.89435,                0.42132,                0.71898,                0.91394,                0.87582,                0.54635,                 1.0882,                 1.6792,                 1.4999,                 1.4569,             0.00088442,             0.00088442,             0.00088442
                    208,                0.79032,                0.97181,                 1.0797,                 1.2268,                0.69493,                0.90569,                0.89435,                0.42132,                0.71898,                0.91394,                0.87582,                0.54635,                 1.0882,                 1.6792,                 1.4999,                 1.4569,             0.00088332,             0.00088332,             0.00088332
                    209,                0.75792,                0.91878,                 1.0127,                 1.1894,                0.78201,                0.88158,                0.91055,                 0.4606,                0.75849,                0.85965,                0.88578,                0.57973,                 1.1059,                 1.5013,                 1.5029,                 1.4575,             0.00088222,             0.00088222,             0.00088222
                    210,                0.82412,                 1.0217,                 1.1889,                 1.2213,                0.78201,                0.88158,                0.91055,                 0.4606,                0.75849,                0.85965,                0.88578,                0.57973,                 1.1059,                 1.5013,                 1.5029,                 1.4575,             0.00088112,             0.00088112,             0.00088112
                    211,                0.79724,                 1.1546,                 1.0575,                 1.1989,                0.78201,                0.88158,                0.91055,                 0.4606,                0.75849,                0.85965,                0.88578,                0.57973,                 1.1059,                 1.5013,                 1.5029,                 1.4575,             0.00088002,             0.00088002,             0.00088002
                    212,                0.75172,                0.85749,                 1.0215,                 1.1958,                0.71318,                0.87369,                 0.9045,                0.53669,                0.71318,                0.87369,                 0.9045,                0.59576,                 1.1278,                 1.5113,                 1.5897,                 1.5221,             0.00087892,             0.00087892,             0.00087892
                    213,                0.77414,                0.95851,                 1.0434,                 1.1906,                0.71318,                0.87369,                 0.9045,                0.53669,                0.71318,                0.87369,                 0.9045,                0.59576,                 1.1278,                 1.5113,                 1.5897,                 1.5221,             0.00087782,             0.00087782,             0.00087782
                    214,                0.78749,                0.93538,                 1.1017,                 1.2222,                0.74716,                0.77953,                0.85269,                0.56029,                0.76883,                0.80554,                0.87209,                 0.6385,                 1.2273,                 1.4794,                 1.5761,                  1.576,             0.00087672,             0.00087672,             0.00087672
                    215,                0.88354,                 1.1952,                 1.1082,                 1.2435,                0.74716,                0.77953,                0.85269,                0.56029,                0.76883,                0.80554,                0.87209,                 0.6385,                 1.2273,                 1.4794,                 1.5761,                  1.576,             0.00087562,             0.00087562,             0.00087562
                    216,                0.81045,                 1.1298,                 1.1281,                 1.2708,                0.73608,                0.75515,                0.83503,                0.56068,                0.76586,                0.79088,                0.86897,                0.68005,                 1.1979,                 1.3525,                  1.514,                 1.5365,             0.00087452,             0.00087452,             0.00087452
                    217,                0.82209,                0.84142,                 1.1048,                 1.2377,                0.73608,                0.75515,                0.83503,                0.56068,                0.76586,                0.79088,                0.86897,                0.68005,                 1.1979,                 1.3525,                  1.514,                 1.5365,             0.00087342,             0.00087342,             0.00087342
                    218,                0.76759,                0.96955,                  1.066,                 1.2424,                0.86423,                 0.7178,                0.81754,                 0.5396,                0.86573,                 0.7196,                0.85264,                 0.6557,                 1.1424,                 1.1802,                 1.4551,                 1.4692,             0.00087232,             0.00087232,             0.00087232
                    219,                0.77565,                0.98561,                 1.0375,                 1.1787,                0.86423,                 0.7178,                0.81754,                 0.5396,                0.86573,                 0.7196,                0.85264,                 0.6557,                 1.1424,                 1.1802,                 1.4551,                 1.4692,             0.00087122,             0.00087122,             0.00087122
                    220,                0.74307,                 1.0523,                 1.0097,                 1.1242,                0.86423,                 0.7178,                0.81754,                 0.5396,                0.86573,                 0.7196,                0.85264,                 0.6557,                 1.1424,                 1.1802,                 1.4551,                 1.4692,             0.00087012,             0.00087012,             0.00087012
                    221,                0.76597,                 1.0032,                 1.0751,                  1.175,                0.90688,                0.67647,                0.83967,                0.55356,                0.89931,                 0.6738,                0.85957,                0.65609,                 1.0743,                 1.1409,                 1.3957,                 1.3843,             0.00086902,             0.00086902,             0.00086902
                    222,                0.71401,                0.78064,                0.95267,                 1.1536,                0.90688,                0.67647,                0.83967,                0.55356,                0.89931,                 0.6738,                0.85957,                0.65609,                 1.0743,                 1.1409,                 1.3957,                 1.3843,             0.00086792,             0.00086792,             0.00086792
                    223,                 0.7396,                 1.0015,                 1.0787,                   1.21,                0.90021,                  0.659,                 0.8289,                0.54962,                0.90021,                  0.659,                0.85864,                0.66721,                 1.0455,                 1.1241,                 1.3874,                 1.3776,             0.00086682,             0.00086682,             0.00086682
                    224,                 0.8333,                0.98292,                   1.15,                  1.307,                0.90021,                  0.659,                 0.8289,                0.54962,                0.90021,                  0.659,                0.85864,                0.66721,                 1.0455,                 1.1241,                 1.3874,                 1.3776,             0.00086572,             0.00086572,             0.00086572
                    225,                0.75632,                0.79571,                 1.0685,                  1.171,                0.85675,                0.68576,                  0.827,                0.55998,                 0.7078,                0.83467,                0.86177,                0.66246,                 1.0883,                 1.3373,                 1.3852,                 1.4245,             0.00086462,             0.00086462,             0.00086462
                    226,                0.83196,                0.91371,                 1.0828,                 1.1991,                0.85675,                0.68576,                  0.827,                0.55998,                 0.7078,                0.83467,                0.86177,                0.66246,                 1.0883,                 1.3373,                 1.3852,                 1.4245,             0.00086352,             0.00086352,             0.00086352
                    227,                0.75226,                0.89733,                 1.0238,                 1.1965,                0.85675,                0.68576,                  0.827,                0.55998,                 0.7078,                0.83467,                0.86177,                0.66246,                 1.0883,                 1.3373,                 1.3852,                 1.4245,             0.00086242,             0.00086242,             0.00086242
                    228,                0.80458,                 1.0829,                 1.0676,                 1.2163,                0.80157,                0.77915,                0.82997,                0.54648,                0.80157,                0.77915,                0.86837,                0.66905,                 1.0581,                 1.4895,                 1.3885,                 1.4073,             0.00086132,             0.00086132,             0.00086132
                    229,                0.79649,                0.96408,                 1.0608,                 1.1771,                0.80157,                0.77915,                0.82997,                0.54648,                0.80157,                0.77915,                0.86837,                0.66905,                 1.0581,                 1.4895,                 1.3885,                 1.4073,             0.00086023,             0.00086023,             0.00086023
                    230,                0.69909,                0.88231,                 1.0002,                 1.1163,                0.84651,                0.65024,                0.84073,                0.53095,                0.84651,                0.65024,                0.87239,                0.66413,                 1.0516,                 1.3299,                 1.4126,                 1.3765,             0.00085913,             0.00085913,             0.00085913
                    231,                0.70749,                0.86991,                      1,                 1.1905,                0.84651,                0.65024,                0.84073,                0.53095,                0.84651,                0.65024,                0.87239,                0.66413,                 1.0516,                 1.3299,                 1.4126,                 1.3765,             0.00085803,             0.00085803,             0.00085803
                    232,                 0.8251,                 1.1254,                 1.0938,                 1.2516,                0.71396,                0.71956,                0.81978,                0.50808,                0.71396,                0.71956,                0.84331,                0.64644,                 1.0326,                 1.1885,                 1.4179,                 1.3763,             0.00085693,             0.00085693,             0.00085693
                    233,                0.74712,                0.75222,                  1.047,                 1.2302,                0.71396,                0.71956,                0.81978,                0.50808,                0.71396,                0.71956,                0.84331,                0.64644,                 1.0326,                 1.1885,                 1.4179,                 1.3763,             0.00085583,             0.00085583,             0.00085583
                    234,                0.71355,                0.88762,                0.98579,                 1.1687,                0.87214,                0.63134,                0.81634,                0.48597,                0.87214,                0.63134,                0.83475,                0.62926,                0.97724,                 1.0566,                 1.3721,                 1.3196,             0.00085473,             0.00085473,             0.00085473
                    235,                0.74621,                0.82974,                0.99969,                 1.1552,                0.87214,                0.63134,                0.81634,                0.48597,                0.87214,                0.63134,                0.83475,                0.62926,                0.97724,                 1.0566,                 1.3721,                 1.3196,             0.00085363,             0.00085363,             0.00085363
                    236,                0.74277,                0.78077,                 1.0459,                 1.1464,                0.87214,                0.63134,                0.81634,                0.48597,                0.87214,                0.63134,                0.83475,                0.62926,                0.97724,                 1.0566,                 1.3721,                 1.3196,             0.00085253,             0.00085253,             0.00085253
                    237,                0.66878,                0.78731,                0.99837,                 1.0937,                0.60233,                0.81952,                 0.6863,                0.44438,                0.59726,                0.87037,                0.73309,                0.53374,                 1.0274,                 1.0689,                 1.3328,                 1.3861,             0.00085143,             0.00085143,             0.00085143
                    238,                0.71737,                 1.1741,                 1.0744,                 1.1519,                0.60233,                0.81952,                 0.6863,                0.44438,                0.59726,                0.87037,                0.73309,                0.53374,                 1.0274,                 1.0689,                 1.3328,                 1.3861,             0.00085033,             0.00085033,             0.00085033
                    239,                0.71028,                 0.9008,                 1.0303,                 1.1829,                0.51623,                0.92463,                0.73814,                0.41856,                0.52259,                0.90809,                0.76428,                0.53484,                 1.0136,                 1.1828,                  1.346,                 1.3397,             0.00084923,             0.00084923,             0.00084923
                    240,                0.78588,                0.80663,                 1.0422,                 1.1917,                0.51623,                0.92463,                0.73814,                0.41856,                0.52259,                0.90809,                0.76428,                0.53484,                 1.0136,                 1.1828,                  1.346,                 1.3397,             0.00084813,             0.00084813,             0.00084813
                    241,                0.72408,                 1.1562,                  1.039,                 1.1582,                0.41805,                0.86237,                0.73953,                0.40415,                0.81876,                0.57369,                0.74852,                0.51693,                0.98771,                 1.2125,                 1.3741,                 1.2993,             0.00084703,             0.00084703,             0.00084703
                    242,                0.79466,                 1.0771,                 1.0595,                 1.2185,                0.41805,                0.86237,                0.73953,                0.40415,                0.81876,                0.57369,                0.74852,                0.51693,                0.98771,                 1.2125,                 1.3741,                 1.2993,             0.00084593,             0.00084593,             0.00084593
                    243,                0.63339,                0.95638,                0.92367,                 1.1043,                0.41805,                0.86237,                0.73953,                0.40415,                0.81876,                0.57369,                0.74852,                0.51693,                0.98771,                 1.2125,                 1.3741,                 1.2993,             0.00084483,             0.00084483,             0.00084483
